project_id,project_name,official_project_url,city,district,property_type,sub_type,status,starting_price_value,starting_price_currency,price_status,project_description,key_facts_json,contact_json,image_urls_json,source_links_json,last_verified,confidence_score,disclaimers_json
3cb8dd4b_0ad1_e811_a2b8_00155d119707,Al Berouj 2,https://www.aqaar.com/projects/3cb8dd4b-0ad1-e811-a2b8-00155d119707,Ajman,unknown,residential,residential,active,15600,AED,official,"Al Berouj 2 is a premier real estate development that exemplifies thoughtful design and modern living. The project offers a mix of residential units and commercial spaces, catering to a variety of customer needs. With its blend of contemporary architecture and quality craftsmanship, the development ensures a comfortable and refined living experience for its residents. The units within the project feature diverse layouts and high-quality finishes, meeting global standards to provide a sophisticated environment. Whether it's spacious family flat or modern apartments, each property is designed to accommodate a wide range of preferences. Located in a prime and accessible area, This Project is strategically positioned close to key urban hubs, making it a convenient choice for both families and professionals. With its attention to detail and focus on delivering a high-quality living experience, It is the perfect choice for those seeking a distinctive and well-rounded residential or commercial property.","{""project_for"":""Leasing"",""sales_status_text"":""Studio, 1, 2, 3 Bedrooms for rent"",""latitude"":""unknown"",""longitude"":""unknown""}","{""telephone"":""600515155"",""email"":""info@aqaar.com"",""whatsapp"":""971600515155""}","[""https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728879604/Aqaar/Main%20Portal/community/images/Al_Berouj_2/_DSC1835-1728879604.jpg""]","[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Berouj%202&pageNumber=1&pageSize=100""]",2026-06-24,0.86,"[""Price captured from official Aqaar API start_price field.""]"
3eb8dd4b_0ad1_e811_a2b8_00155d119707,Al Berouj 3,https://www.aqaar.com/projects/3eb8dd4b-0ad1-e811-a2b8-00155d119707,Ajman,unknown,residential,residential,active,15600,AED,official,"Al Berouj 3 is a premier real estate development that exemplifies thoughtful design and modern living. The project offers a mix of residential units and commercial spaces, catering to a variety of customer needs. With its blend of contemporary architecture and quality craftsmanship, the development ensures a comfortable and refined living experience for its residents. The units within the project feature diverse layouts and high-quality finishes, meeting global standards to provide a sophisticated environment. Whether it's spacious family flat or modern apartments, each property is designed to accommodate a wide range of preferences. Located in a prime and accessible area, This Project is strategically positioned close to key urban hubs, making it a convenient choice for both families and professionals. With its attention to detail and focus on delivering a high-quality living experience, It is the perfect choice for those seeking a distinctive and well-rounded residential or commercial property.","{""project_for"":""Leasing"",""sales_status_text"":""Studio, 1, 2, 3 Bedrooms for rent"",""latitude"":""unknown"",""longitude"":""unknown""}","{""telephone"":""600515155"",""email"":""info@aqaar.com"",""whatsapp"":""971600515155""}","[""https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728555812/Aqaar/Main%20Portal/community/images/Al_Berouj_3/_DSC1822-1728555811.jpg""]","[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Berouj%203&pageNumber=1&pageSize=100""]",2026-06-24,0.86,"[""Price captured from official Aqaar API start_price field.""]"
40b8dd4b_0ad1_e811_a2b8_00155d119707,Al Berouj 4,https://www.aqaar.com/projects/40b8dd4b-0ad1-e811-a2b8-00155d119707,Ajman,unknown,residential,residential,active,15600,AED,official,"Al Berouj 4 is a premier real estate development that exemplifies thoughtful design and modern living. The project offers a mix of residential units and commercial spaces, catering to a variety of customer needs. With its blend of contemporary architecture and quality craftsmanship, the development ensures a comfortable and refined living experience for its residents. The units within the project feature diverse layouts and high-quality finishes, meeting global standards to provide a sophisticated environment. Whether it's spacious family flat or modern apartments, each property is designed to accommodate a wide range of preferences. Located in a prime and accessible area, This Project is strategically positioned close to key urban hubs, making it a convenient choice for both families and professionals. With its attention to detail and focus on delivering a high-quality living experience, It is the perfect choice for those seeking a distinctive and well-rounded residential or commercial property.","{""project_for"":""Leasing"",""sales_status_text"":""Studio, 1, 2, 3 Bedrooms for rent"",""latitude"":""unknown"",""longitude"":""unknown""}","{""telephone"":""600515155"",""email"":""info@aqaar.com"",""whatsapp"":""971600515155""}","[""https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728555856/Aqaar/Main%20Portal/community/images/Al_Berouj_4/_DSC1830-1728555854.jpg""]","[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Berouj%204&pageNumber=1&pageSize=100""]",2026-06-24,0.86,"[""Price captured from official Aqaar API start_price field.""]"
ecb7dd4b_0ad1_e811_a2b8_00155d119707,Al Bustan,https://www.aqaar.com/projects/ecb7dd4b-0ad1-e811-a2b8-00155d119707,Ajman,unknown,residential,residential,active,36000,AED,official,"Al Bustan is a premier real estate development that exemplifies thoughtful design and modern living. The project offers a mix of residential units and commercial spaces, catering to a variety of customer needs. With its blend of contemporary architecture and quality craftsmanship, the development ensures a comfortable and refined living experience for its residents. The units within the project feature diverse layouts and high-quality finishes, meeting global standards to provide a sophisticated environment. Whether it's spacious family flat or modern apartments, each property is designed to accommodate a wide range of preferences. Located in a prime and accessible area, This Project is strategically positioned close to key urban hubs, making it a convenient choice for both families and professionals. With its attention to detail and focus on delivering a high-quality living experience, It is the perfect choice for those seeking a distinctive and well-rounded residential or commercial property.","{""project_for"":""Leasing"",""sales_status_text"":""1,2,3 Bedrooms for rent"",""latitude"":""25.412094"",""longitude"":""55.444342""}","{""telephone"":""600515155"",""email"":""info@aqaar.com"",""whatsapp"":""971600515155""}","[""https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728555369/Aqaar/Main%20Portal/community/images/Al_Bustan/_DSC1799-1728555368.jpg""]","[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Bustan&pageNumber=1&pageSize=100""]",2026-06-24,0.86,"[""Price captured from official Aqaar API start_price field.""]"
08b8dd4b_0ad1_e811_a2b8_00155d119707,Al Bustan Shops,https://www.aqaar.com/projects/08b8dd4b-0ad1-e811-a2b8-00155d119707,Ajman,unknown,commercial,commercial,active,unknown,unknown,on_request,"Al Bustan Shops is a premier real estate development that exemplifies thoughtful design and modern living. The project offers a mix of residential units and commercial spaces, catering to a variety of customer needs. With its blend of contemporary architecture and quality craftsmanship, the development ensures a comfortable and refined living experience for its residents. The units within the project feature diverse layouts and high-quality finishes, meeting global standards to provide a sophisticated environment. Whether it's spacious family flat or modern apartments, each property is designed to accommodate a wide range of preferences. Located in a prime and accessible area, This Project is strategically positioned close to key urban hubs, making it a convenient choice for both families and professionals. With its attention to detail and focus on delivering a high-quality living experience, It is the perfect choice for those seeking a distinctive and well-rounded residential or commercial property.","{""project_for"":""Leasing"",""sales_status_text"":""unknown"",""latitude"":""unknown"",""longitude"":""unknown""}","{""telephone"":""unknown"",""email"":""unknown"",""whatsapp"":""971543087732""}",[],"[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Bustan%20Shops&pageNumber=1&pageSize=100""]",2026-06-24,0.86,"[""No official available unit price found; pricing marked on_request or sold_out.""]"
e6b7dd4b_0ad1_e811_a2b8_00155d119707,Al Dana,https://www.aqaar.com/projects/e6b7dd4b-0ad1-e811-a2b8-00155d119707,Ajman,unknown,residential,residential,active,14400,AED,official,"Al Dana is a premier real estate development that exemplifies thoughtful design and modern living. The project offers a mix of residential units and commercial spaces, catering to a variety of customer needs. With its blend of contemporary architecture and quality craftsmanship, the development ensures a comfortable and refined living experience for its residents. The units within the project feature diverse layouts and high-quality finishes, meeting global standards to provide a sophisticated environment. Whether it's spacious family flat or modern apartments, each property is designed to accommodate a wide range of preferences. Located in a prime and accessible area, This Project is strategically positioned close to key urban hubs, making it a convenient choice for both families and professionals. With its attention to detail and focus on delivering a high-quality living experience, It is the perfect choice for those seeking a distinctive and well-rounded residential or commercial property.","{""project_for"":""Leasing"",""sales_status_text"":""Studio, 1, 2, 3 Bedrooms for rent"",""latitude"":""25.415487"",""longitude"":""55.442462""}","{""telephone"":""600515155"",""email"":""info@aqaar.com"",""whatsapp"":""971543087733""}","[""https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1737006149/Aqaar/Main%20Portal/community/images/Al_Dana/swx-1737006149.jpg""]","[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Dana&pageNumber=1&pageSize=100""]",2026-06-24,0.86,"[""Price captured from official Aqaar API start_price field.""]"
feb7dd4b_0ad1_e811_a2b8_00155d119707,Al Durra,https://www.aqaar.com/projects/feb7dd4b-0ad1-e811-a2b8-00155d119707,Ajman,unknown,residential,residential,active,26400,AED,official,"Al Durra is a premier real estate development that exemplifies thoughtful design and modern living. The project offers a mix of residential units and commercial spaces, catering to a variety of customer needs. With its blend of contemporary architecture and quality craftsmanship, the development ensures a comfortable and refined living experience for its residents. The units within the project feature diverse layouts and high-quality finishes, meeting global standards to provide a sophisticated environment. Whether it's spacious family flat or modern apartments, each property is designed to accommodate a wide range of preferences. Located in a prime and accessible area, This Project is strategically positioned close to key urban hubs, making it a convenient choice for both families and professionals. With its attention to detail and focus on delivering a high-quality living experience, It is the perfect choice for those seeking a distinctive and well-rounded residential or commercial property.","{""project_for"":""Leasing"",""sales_status_text"":""1,2,3 Bedrooms for rent"",""latitude"":""25.415619"",""longitude"":""55.442642""}","{""telephone"":""600515155"",""email"":""info@aqaar.com"",""whatsapp"":""971543087733""}","[""https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1737005510/Aqaar/Main%20Portal/community/images/Al_Durra/%D9%84%D9%82%D8%B7%D8%A9%20%D8%B4%D8%A7%D8%B4%D8%A9%202025-01-16%20092934-1737005510.png""]","[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Durra&pageNumber=1&pageSize=100""]",2026-06-24,0.86,"[""Price captured from official Aqaar API start_price field.""]"
b0b8dd4b_0ad1_e811_a2b8_00155d119707,Al Fazzan,https://www.aqaar.com/projects/b0b8dd4b-0ad1-e811-a2b8-00155d119707,Ajman,unknown,residential,residential,active,44000,AED,official,"Al Fazzan is a premier real estate development that exemplifies thoughtful design and modern living. The project offers a mix of residential units and commercial spaces, catering to a variety of customer needs. With its blend of contemporary architecture and quality craftsmanship, the development ensures a comfortable and refined living experience for its residents. The units within the project feature diverse layouts and high-quality finishes, meeting global standards to provide a sophisticated environment. Whether it's spacious family flat or modern apartments, each property is designed to accommodate a wide range of preferences. Located in a prime and accessible area, This Project is strategically positioned close to key urban hubs, making it a convenient choice for both families and professionals. With its attention to detail and focus on delivering a high-quality living experience, It is the perfect choice for those seeking a distinctive and well-rounded residential or commercial property.","{""project_for"":""Leasing"",""sales_status_text"":""1,2,3 Bedrooms for rent"",""latitude"":""25.416985"",""longitude"":""55.43755""}","{""telephone"":""600515155"",""email"":""info@aqaar.com"",""whatsapp"":""971543087733""}","[""https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728901697/Aqaar/Main%20Portal/community/images/Al_Fazzan/fazaan-1728901697.png""]","[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Fazzan&pageNumber=1&pageSize=100""]",2026-06-24,0.86,"[""Price captured from official Aqaar API start_price field.""]"
f4502104_adbf_ec11_a2bf_00155d119927,Al Gharoub,https://www.aqaar.com/projects/f4502104-adbf-ec11-a2bf-00155d119927,Ajman,unknown,residential,Leasing,active,28000,AED,official,"Al Gharoub is a premier real estate development that exemplifies thoughtful design and modern living. The project offers a mix of residential units and commercial spaces, catering to a variety of customer needs. With its blend of contemporary architecture and quality craftsmanship, the development ensures a comfortable and refined living experience for its residents. The units within the project feature diverse layouts and high-quality finishes, meeting global standards to provide a sophisticated environment. Whether it's spacious family flat or modern apartments, each property is designed to accommodate a wide range of preferences. Located in a prime and accessible area, This Project is strategically positioned close to key urban hubs, making it a convenient choice for both families and professionals. With its attention to detail and focus on delivering a high-quality living experience, It is the perfect choice for those seeking a distinctive and well-rounded residential or commercial property.","{""project_for"":""Leasing"",""sales_status_text"":""1,2,3 Bedrooms for rent"",""latitude"":""25.393735"",""longitude"":""55.471222""}","{""telephone"":""600515155"",""email"":""info@aqaar.com"",""whatsapp"":""971543087467""}","[""https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1726688026/Aqaar/Main%20Portal/community/images/Al_Gharoub/PSX_20220117_220500-min-1726688026.jpg""]","[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Gharoub&pageNumber=1&pageSize=100""]",2026-06-24,0.86,"[""Price captured from official Aqaar API start_price field.""]"
5b5d5569_83e3_ef11_a2ce_00155d119747,Al Helio Villas,https://www.aqaar.com/projects/5b5d5569-83e3-ef11-a2ce-00155d119747,Ajman,unknown,villa,villa,active,unknown,unknown,on_request,unknown,"{""project_for"":""unknown"",""sales_status_text"":""unknown"",""latitude"":""unknown"",""longitude"":""unknown""}","{""telephone"":""unknown"",""email"":""unknown"",""whatsapp"":""unknown""}",[],"[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Helio%20Villas&pageNumber=1&pageSize=100""]",2026-06-24,0.62,"[""No official available unit price found; pricing marked on_request or sold_out.""]"
2cb8dd4b_0ad1_e811_a2b8_00155d119707,Al Humaidia Show Rooms,https://www.aqaar.com/projects/2cb8dd4b-0ad1-e811-a2b8-00155d119707,Ajman,unknown,commercial,commercial,active,unknown,unknown,on_request,unknown,"{""project_for"":""Leasing"",""sales_status_text"":""unknown"",""latitude"":""25.3938317"",""longitude"":""55.4798069""}","{""telephone"":""600515155"",""email"":""info@aqaar.com"",""whatsapp"":""971543087740""}",[],"[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Humaidia%20Show%20Rooms&pageNumber=1&pageSize=100""]",2026-06-24,0.62,"[""No official available unit price found; pricing marked on_request or sold_out.""]"
76b8dd4b_0ad1_e811_a2b8_00155d119707,Al Humaidia Villa 1,https://www.aqaar.com/projects/76b8dd4b-0ad1-e811-a2b8-00155d119707,Ajman,unknown,villa,villa,active,108000,AED,official,"Al Humaidia Villa 1 is a premier real estate development that exemplifies thoughtful design and modern living. The project offers a mix of residential units and commercial spaces, catering to a variety of customer needs. With its blend of contemporary architecture and quality craftsmanship, the development ensures a comfortable and refined living experience for its residents. The units within the project feature diverse layouts and high-quality finishes, meeting global standards to provide a sophisticated environment. Whether it's spacious family flat or modern apartments, each property is designed to accommodate a wide range of preferences. Located in a prime and accessible area, This Project is strategically positioned close to key urban hubs, making it a convenient choice for both families and professionals. With its attention to detail and focus on delivering a high-quality living experience, It is the perfect choice for those seeking a distinctive and well-rounded residential or commercial property.","{""project_for"":""Leasing"",""sales_status_text"":""unknown"",""latitude"":""unknown"",""longitude"":""unknown""}","{""telephone"":""unknown"",""email"":""unknown"",""whatsapp"":""971543087740""}",[],"[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Humaidia%20Villa%201&pageNumber=1&pageSize=100""]",2026-06-24,0.86,"[""Price captured from official Aqaar API start_price field.""]"
78b8dd4b_0ad1_e811_a2b8_00155d119707,Al Humaidia Villa 2,https://www.aqaar.com/projects/78b8dd4b-0ad1-e811-a2b8-00155d119707,Ajman,unknown,villa,villa,active,45000,AED,official,"Al Humaidia Villa 2 is a premier real estate development that exemplifies thoughtful design and modern living. The project offers a mix of residential units and commercial spaces, catering to a variety of customer needs. With its blend of contemporary architecture and quality craftsmanship, the development ensures a comfortable and refined living experience for its residents. The units within the project feature diverse layouts and high-quality finishes, meeting global standards to provide a sophisticated environment. Whether it's spacious family flat or modern apartments, each property is designed to accommodate a wide range of preferences. Located in a prime and accessible area, This Project is strategically positioned close to key urban hubs, making it a convenient choice for both families and professionals. With its attention to detail and focus on delivering a high-quality living experience, It is the perfect choice for those seeking a distinctive and well-rounded residential or commercial property.","{""project_for"":""Leasing"",""sales_status_text"":""unknown"",""latitude"":""unknown"",""longitude"":""unknown""}","{""telephone"":""unknown"",""email"":""unknown"",""whatsapp"":""971543087740""}",[],"[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Humaidia%20Villa%202&pageNumber=1&pageSize=100""]",2026-06-24,0.86,"[""Price captured from official Aqaar API start_price field.""]"
